ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Variation Swatches,Attributes Swatches,Brands,Meta: XPSC_sale_status_updated,Meta: woo_breadcrumb,Meta: metas_bd_woo_bg_color,Meta: metas_bd_woo_txt_color,Meta: metas_title_hide_woo,Meta: woo_return_poligy_global,Meta: return_policy_editor,Meta: woo_FAQ_global,Meta: enable_list_style_faq,Meta: woo_product_faqs,Meta: faq_repeater_list_items,Meta: woo_single_additional_meta,Meta: product_additionl_meta,Meta: product_label,Meta: product_label_color,Meta: product_label_background,Meta: woolentor_views_count_product,Meta: _wp_desired_post_slug,Meta: _product_url

1420,external,,,Grammarly Premium,1,0,visible,,"Grammarly: Pro Plan – 1 Year of Advanced Writing Assistance
\n
\nGrammarly is a leading AI-powered writing tool that helps users improve their writing with real-time grammar, spelling, and style suggestions. Whether you’re writing emails, reports, or creative content, Grammarly’s Pro Plan offers advanced features to enhance your writing and ensure clarity, correctness, and engagement.
\n
\n✨ Key Features of Grammarly Pro Plan:
\n📝 Advanced Grammar and Spelling Checker: Instantly correct grammar, punctuation, and spelling mistakes with real-time suggestions.
\n
\n📊 Clarity Improvements: Enhance the readability of your writing with suggestions that make your content more concise and clear.
\n
\n🛠️ Tone Detection: Get feedback on the tone of your writing to ensure it matches the intended style, whether it’s formal, casual, or professional.
\n
\n🚀 Plagiarism Checker: Check your writing against billions of web pages to ensure it’s original and plagiarism-free.
\n
\n✍️ Vocabulary Enhancements: Receive word choice suggestions to help improve your writing style and make it more engaging.
\n
\n📄 Formatting and Style Adjustments: Format your text for consistency, ensuring that your writing follows the right structure and tone for professional documents.
\n
\n💼 Ideal for Professionals and Students: Suitable for anyone who needs to produce high-quality written content, whether for business, academic, or personal use.
\n
\n💰 1-Year Pro Plan Pricing:
\nGet full access to Grammarly’s premium features for just ₹799 per year, offering unlimited writing assistance for 12 months.
\n
\n🔑 TAGS:
\nGroup buy Grammarly
\n
\nCheap Grammarly accounts
\n
\nGrammarly Pro plan discount
\n
\nGrammarly shared account
\n
\nGrammarly group buy cheap
\n
\nAffordable Grammarly subscription
\n
\nBuy Grammarly accounts
\n
\nBest price for Grammarly Pro",,,taxable,,1,,,0,0,,,,,0,,799,1999,Writing Tools,,,https://dreamcrest.net/wp-content/uploads/2025/04/Website-Poster-16.jpg,,,,,,,https://cosmofeed.com/vp/64297b5ed83e0200209d5a3c,,0,,,,1,,,,,,,,,,,,,,,,12,,

1421,external,,,Wordtune Premium,1,0,visible,,"Wordtune: Premium Plan – 1 Year of AI Writing Assistance
\n
\nWordtune is an advanced AI writing tool designed to help improve your writing by offering real-time suggestions, enhancing clarity, and adjusting tone. Whether you’re crafting professional emails, essays, or social media posts, Wordtune makes it easier to express your ideas effectively and efficiently.
\n
\n✨ Key Features of Wordtune Premium Plan:
\n📝 Rewrite Suggestions: Get instant suggestions to rewrite your sentences for better clarity, tone, and style.
\n
\n📊 Tone Adjustments: Easily shift the tone of your writing between formal, casual, or professional to match your audience.
\n
\n🛠️ Sentence Variations: Access multiple rewrite options to diversify your content and avoid repetitive language.
\n
\n🚀 Fast and Efficient: Speed up your writing process with smart, real-time suggestions that improve readability.
\n
\n🌍 Multi-Language Support: Translate and enhance your writing across different languages with AI-powered suggestions.
\n
\n💼 Ideal for Professional and Personal Use: Perfect for students, professionals, and content creators who want to write more effectively.
\n
\n💰 1-Year Premium Plan Pricing:
\nEnjoy full access to Wordtune’s premium features for just ₹800 per year, providing unlimited writing assistance for an entire year.
\n
\n🔑 TAGS:
\nGroup buy Wordtune
\n
\nCheap Wordtune accounts
\n
\nWordtune premium plan discount
\n
\nWordtune shared account
\n
\nWordtune group buy cheap
\n
\nAffordable Wordtune subscription
\n
\nBuy Wordtune accounts
\n
\nBest price for Wordtune",,,taxable,,1,,,0,0,,,,,0,,799,1999,Writing Tools,,,https://dreamcrest.net/wp-content/uploads/2025/04/142.jpg,,,,,,,https://cosmofeed.com/vp/64297b5ed83e0200209d5a3c,,0,,,,1,,,,,,,,,,,,,,,,9,,

1426,external,,,Video Creator,1,0,visible,,"VideoCreator: Lifetime Access – Create Professional Videos Easily
\n
\nVideoCreator is an all-in-one video creation platform that allows you to produce high-quality videos for marketing, social media, business, and personal projects. With its easy-to-use interface and a vast library of customizable templates, VideoCreator is perfect for creating engaging content without any video editing experience.
\n
\n✨ Key Features of VideoCreator Lifetime Access:
\n🎥 Customizable Video Templates: Choose from a wide variety of pre-designed templates for various niches such as business, marketing, and social media.
\n
\n📊 3D Animation and Explainer Videos: Create stunning 3D animations, explainer videos, and whiteboard animations effortlessly.
\n
\n🖼️ Stock Media Library: Access millions of royalty-free images, videos, and music tracks to enhance your projects.
\n
\n🌍 Multi-Language Support: Produce videos in multiple languages to target audiences from different regions.
\n
\n🛠️ Drag-and-Drop Editor: Easily customize your videos with the drag-and-drop interface, making video creation quick and intuitive.
\n
\n📱 Social Media Integration: Export videos in formats optimized for social media platforms like Instagram, Facebook, YouTube, and TikTok.
\n
\n🚀 Fast Rendering: Enjoy fast video rendering speeds, allowing you to complete projects quickly and efficiently.
\n
\n💼 Commercial Use: Perfect for businesses, freelancers, and marketers who need videos for promotional purposes.
\n
\n💰 Lifetime Plan Pricing:
\nGet lifetime access to VideoCreator for just ₹599, offering unlimited video creation without recurring fees.
\n
\n🔑 TAGS:
\nGroup buy VideoCreator
\n
\nCheap VideoCreator accounts
\n
\nVideoCreator lifetime plan discount
\n
\nVideoCreator shared account
\n
\nVideoCreator group buy cheap
\n
\nAffordable VideoCreator subscription
\n
\nBuy VideoCreator accounts
\n
\nBest price for VideoCreator lifetime access
\n
\nVideoCreator video creation tool",,,taxable,,1,,,0,0,,,,,0,,599,1999,Video Editing,,,https://dreamcrest.net/wp-content/uploads/2025/04/168.jpg,,,,,,,https://cosmofeed.com/vp/64297b5ed83e0200209d5a3c,,0,,,,1,,,,,,,,,,,,,,,,11,,

1428,external,,,Avatar Builder,1,0,visible,,"AvatarBuilder: Lifetime Access – Create Stunning 3D Avatars and Videos
\n
\nAvatarBuilder is an advanced AI-powered platform that allows you to create unique 3D avatars and animated videos effortlessly. Perfect for marketers, educators, and content creators, AvatarBuilder offers a wide range of customizable features to produce engaging videos for social media, presentations, and promotions.
\n
\n✨ Key Features of AvatarBuilder Lifetime Access:
\n🖼️ 3D Avatar Customization: Design your own fully customizable 3D avatars with a variety of options for appearance, clothing, and accessories.
\n
\n🎥 Video Creation: Produce professional-grade videos with your 3D avatars, ideal for explainer videos, advertisements, and more.
\n
\n🌍 Multi-Language Support: Create videos in multiple languages, expanding your reach to global audiences.
\n
\n🛠️ Drag-and-Drop Editor: Easily edit and personalize your videos with a simple drag-and-drop interface.
\n
\n📊 Pre-Made Templates: Access a library of pre-designed templates for different industries and video types, making video creation fast and easy.
\n
\n🗣️ Text-to-Speech Feature: Convert text into natural-sounding voiceovers in different languages and accents to enhance your videos.
\n
\n🚀 Fast Video Rendering: Export high-quality videos quickly, ensuring a smooth and efficient workflow.
\n
\n💼 Commercial Use License: Use your videos for personal or commercial purposes, making AvatarBuilder a versatile tool for businesses and freelancers.
\n
\n💰 Lifetime Plan Pricing:
\nGet lifetime access to AvatarBuilder for just ₹599, with no recurring fees, unlocking unlimited video creation and 3D avatar customization.
\n
\n🔑 TAGS:
\nGroup buy AvatarBuilder
\n
\nCheap AvatarBuilder accounts
\n
\nAvatarBuilder lifetime plan discount
\n
\nAvatarBuilder shared account
\n
\nAvatarBuilder group buy cheap
\n
\nAffordable AvatarBuilder subscription
\n
\nBuy AvatarBuilder accounts
\n
\nBest price for AvatarBuilder lifetime access
\n
\nAvatarBuilder 3D video creation tool
\n
\n",,,taxable,,1,,,0,0,,,,,0,,599,1999,Video Editing,,,https://dreamcrest.net/wp-content/uploads/2025/04/91.jpg,,,,,,,https://cosmofeed.com/vp/64297b5ed83e0200209d5a3c,,0,,,,1,,,,,,,,,,,,,,,,16,,

1430,external,,,Linguix Lifetime,1,0,visible,,"Linguix: 1 Year Plan – AI-Powered Writing Assistant
\n
\nLinguix is an advanced writing assistant designed to improve your writing by offering grammar, spelling, and style corrections. Whether you're crafting emails, social media posts, or professional documents, Linguix helps you write more clearly and effectively with real-time suggestions and powerful AI tools.
\n
\n✨ Key Features of Linguix 1 Year Plan:
\n📝 Advanced Grammar and Spelling Checker: Identify and fix grammar, spelling, and punctuation errors with ease.
\n
\n📊 Writing Insights and Suggestions: Receive real-time suggestions to improve your sentence structure, style, and overall writing clarity.
\n
\n🛠️ Paraphrasing Tool: Quickly rephrase sentences for improved readability and variation, helping you avoid repetition.
\n
\n🚀 Fast and Lightweight: Enjoy a fast, user-friendly interface that integrates seamlessly with your browser for on-the-go corrections.
\n
\n🌍 Multi-Language Support: Write in multiple languages and receive language-specific suggestions.
\n
\n📄 Templates for Business and Marketing: Access ready-to-use templates for emails, blog posts, and more to save time and streamline your writing process.
\n
\n🔒 Secure Writing: Benefit from a secure platform that protects your data while providing real-time writing assistance.
\n
\n💼 Ideal for Personal and Business Use: Suitable for professionals, students, and businesses looking to improve their communication.
\n
\n💰 1-Year Plan Pricing:
\nGet full access to Linguix’s writing tools for ₹599 per year, helping you write better and more efficiently.
\n
\n🔑 TAGS:
\nGroup buy Linguix
\n
\nCheap Linguix accounts
\n
\nLinguix 1-year plan discount
\n
\nLinguix shared account
\n
\nLinguix group buy cheap
\n
\nAffordable Linguix subscription
\n
\nBuy Linguix accounts
\n
\nBest price for Linguix",,,taxable,,1,,,0,0,,,,,0,,599,1999,Writing Tools,,,,,,,,,,https://cosmofeed.com/vp/64297b5ed83e0200209d5a3c,,0,,,,1,,,,,,,,,,,,,,,,12,,

1431,external,,,Prime Video 6 Months (5 Device),1,0,visible,,"🎬 Ready to elevate your streaming experience with the best selection of movies and TV shows? Look no further than our Prime Video 4K UHD plan! 📺
\n
\nFor an affordable price, you can enjoy access to Prime Video on 2 screens at once, in stunning 4K Ultra HD quality. That means you can watch your favorite movies and TV shows with your friends and family, all in high definition.
\n
\n🌟 Our Prime Video plan works on all devices, from your TV to your laptop, tablet, or smartphone. So no matter where you are, you can enjoy the best streaming experience possible.
\n
\n📽️ With Prime Video, you'll have access to a vast selection of movies and TV shows, including Amazon Originals, blockbuster hits, and classic favorites. Plus, with new releases added regularly, you'll always have something new to watch.
\n
\n👍 Our Prime Video plan is safe and secure, with no risk of getting banned or blocked. You can trust us to provide you with a reliable and high-quality streaming experience.
\n
\n🏆 Our satisfied customers rave about our Prime Video plan, and we're confident that you'll love it too. So why wait? Subscribe now and start enjoying the best selection of movies and TV shows in stunning 4K Ultra HD quality today! 🚀
\n
\n",,,taxable,,1,,,0,0,,,,,0,,350,999,Indian OTT,,,https://dreamcrest.net/wp-content/uploads/2025/04/Website-Poster-15.jpg,,,,,,,https://cosmofeed.com/vp/64297b5ed83e0200209d5a3c,,0,,,,1,,,,,,,,,,,,,,,,20,,

1432,external,,,HBO Max 1 Year,1,0,visible,,"📺 Looking for the ultimate streaming experience with the best selection of movies and TV shows? HBO Max is the answer! 🎬
\n
\nWith our HBO Max plan, you can enjoy access to the latest and greatest movies and TV shows in stunning 4K Ultra HD quality on 2 screens at once. Please note, our plan requires a USA IP or VPN to access it.
\n
\n🌟 Our HBO Max plan works on all devices, from your TV to your laptop, tablet, or smartphone. So you can enjoy your favorite shows and movies wherever you are.
\n
\n📽️ With HBO Max, you'll have access to a vast selection of movies and TV shows, including exclusive HBO Originals like Game of Thrones, The Sopranos, and many more. Plus, with new releases added regularly, you'll never run out of new content to watch.
\n
\n🌍 Our HBO Max plan is available worldwide with a USA IP or VPN. With no restrictions, you can enjoy the best streaming experience possible.
\n
\n👍 Our HBO Max plan is safe and secure, with no risk of getting banned or blocked. You can trust us to provide you with a reliable and high-quality streaming experience.
\n
\n🏆 Our satisfied customers rave about our HBO Max plan, and we're confident that you'll love it too. So why wait? Subscribe now and start enjoying the best selection of movies and TV shows in stunning 4K Ultra HD quality today! 🚀
\n
\n",,,taxable,,1,,,0,0,,,,,0,,,899,International OTT,,,https://dreamcrest.net/wp-content/uploads/2025/04/79.jpg,,,,,,,https://cosmofeed.com/vp/64297b5ed83e0200209d5a3c,,0,,,,1,,,,,,,,,,,,,,,,10,,

1435,external,,,Canva Pro 1 Year,1,0,visible,,"Canva: Pro Plan – 1 Year of Unlimited Design Possibilities
\n
\nCanva is a powerful design platform that helps you create stunning visuals with ease. Whether you're designing for social media, presentations, marketing, or personal projects, Canva's Pro Plan offers all the tools you need to produce professional-quality designs in minutes. With the 1-year subscription, you unlock a world of creativity with unlimited access to premium features.
\n
\n✨ Key Features of Canva Pro Plan:
\n
\n🖼️ Unlimited Premium Templates: Access thousands of professionally designed templates for presentations, social media posts, ads, and more.
\n
\n🎨 Customizable Design Elements: Utilize premium fonts, images, icons, and illustrations to create unique, branded designs.
\n
\n📷 Stock Photos and Videos: Gain access to Canva's library of millions of premium stock photos, videos, and graphics.
\n
\n🛠️ Background Remover: Easily remove backgrounds from images with just one click, perfect for creating professional visuals.
\n
\n📊 Advanced Design Features: Unlock features such as animation, transparent backgrounds, and resizing for different platforms with one click.
\n
\n🚀 Unlimited Folders and Storage: Organize your designs with unlimited folders and enjoy 100GB of cloud storage for your projects.
\n
\n🌍 Multi-Language Support: Create designs in multiple languages to cater to your global audience.
\n
\n📱 Social Media Scheduler: Plan and schedule your social media posts directly from Canva, ensuring your content goes live at the perfect time.
\n
\n💼 Commercial Use License: Use your designs for commercial purposes with full access to Canva's licensing.
\n
\n💰 1-Year Pricing: Get the Canva Pro Plan for just ₹650 per year, offering premium features and unlimited design resources for a full year.
\n
\n🔑 TAGS:
\n
\nGroup buy Canva Pro
\n
\nCheap Canva Pro accounts
\n
\nCanva Pro 1-year plan discount
\n
\nCanva Pro shared account
\n
\nCanva Pro group buy cheap
\n
\nAffordable Canva Pro subscription
\n
\nBuy Canva Pro accounts
\n
\nBest price for Canva Pro subscription
\n
\nCanva Pro design tools",,,taxable,,1,,,0,0,,,,,0,,650,1999,Cloud Services,,,https://dreamcrest.net/wp-content/uploads/2025/04/93.jpg,,,,,,,https://cosmofeed.com/vp/64297b5ed83e0200209d5a3c,,0,,,,1,,,,,,,,,,,,,,,,16,,

1438,external,,,Freepik Premium 1 Year,1,0,visible,,"Freepik: Premium Plan – 1 Year of Unlimited Creative Resources
\n
\nFreepik offers an extensive collection of high-quality graphics, vectors, photos, and PSD files, perfect for designers, marketers, and content creators. With the Premium Plan, you get access to a vast library of resources that can enhance any project, making it easier to create professional-quality designs.
\n
\n✨ Key Features of Freepik Premium Plan:
\n
\n🖼️ Unlimited Downloads: Access millions of vectors, photos, PSD files, and icons with no download limits, giving you complete creative freedom.
\n
\n🎨 Exclusive Content: Unlock premium resources that are not available to free users, including high-resolution assets and unique designs.
\n
\n📄 License for Commercial Use: Use all resources in both personal and commercial projects without worrying about licensing issues.
\n
\n🚀 Fast Downloads: Enjoy high-speed downloads of resources, saving time and streamlining your creative process.
\n
\n🛠️ Editable Files: Download fully editable PSD and AI files to customize designs for your specific needs.
\n
\n🌍 Multi-Language Support: Access Freepik in multiple languages to cater to a global audience.
\n
\n🎨 Premium Vectors and Illustrations: Get access to exclusive vector files and illustrations to make your projects stand out.
\n
\n💼 Ideal for Designers and Businesses: Perfect for professionals who need high-quality resources for presentations, websites, ads, and more.
\n
\n💰 1-Year Pricing: Get the Freepik Premium Plan for just ₹2999, unlocking unlimited downloads and exclusive content for a full year.
\n
\n🔑 TAGS:
\n
\nGroup buy Freepik
\n
\nCheap Freepik accounts
\n
\nFreepik premium plan discount
\n
\nFreepik shared account
\n
\nFreepik group buy cheap
\n
\nAffordable Freepik subscription
\n
\nBuy Freepik accounts
\n
\nBest price for Freepik premium plan
\n
\nFreepik design resources
\n
\nEnhance your creative projects with Freepik’s Premium Plan for just ₹2999 per year, offering unlimited access to top-quality design assets.",,,taxable,,1,,,0,0,,,,,0,,2499,4999,Cloud Services,,,https://dreamcrest.net/wp-content/uploads/2025/04/Website-Poster-3.png,,,,,,,https://cosmofeed.com/vp/64297b5ed83e0200209d5a3c,,0,,,,1,,,,,,,,,,,,,,,,158,,

1440,external,,,Nichesss Lifetime,1,0,visible,,"Nichesss: Your AI-Powered Content Creation Tool with Lifetime Pro Plan
\n
\nNichesss is an AI content creation tool designed to help you generate high-quality content across various platforms with ease. Whether you need blog posts, social media content, or marketing copy, Nichesss provides you with the tools to create engaging content quickly. With the Pro Plan, you get lifetime access at an unbeatable price.
\n
\n✨ Key Features of Nichesss Pro Plan:
\n
